stream_name,depth
StreamingLineBuffer_6_out0_stream_prepad_18,20
StreamingLineBuffer_6_out0_stream_prepad_19,27
StreamingLineBuffer_6_out0_stream_prepad_20,27
StreamingLineBuffer_6_out0_stream_prepad_21,27
StreamingLineBuffer_6_out0_stream_prepad_22,27
StreamingLineBuffer_6_out0_stream_prepad_23,28
StreamingLineBuffer_6_out0_stream_prepad_24,28
StreamingLineBuffer_6_out0_stream_prepad_25,28
StreamingLineBuffer_6_out0_stream_prepad_26,28
StreamingLineBuffer_6_buffer_stream_0,17
StreamingLineBuffer_6_buffer_stream_1,17
StreamingLineBuffer_6_buffer_stream_2,17
StreamingLineBuffer_6_buffer_stream_3,17
StreamingLineBuffer_6_buffer_stream_4,17
StreamingLineBuffer_6_buffer_stream_5,49
StreamingLineBuffer_6_buffer_stream_6,49
StreamingLineBuffer_6_buffer_stream_7,49
StreamingLineBuffer_6_buffer_stream_8,33
StreamingLineBuffer_6_buffer_stream_9,17
StreamingLineBuffer_6_buffer_stream_10,17
StreamingLineBuffer_6_buffer_stream_11,17
StreamingLineBuffer_6_buffer_stream_12,17
StreamingLineBuffer_6_buffer_stream_13,17
StreamingLineBuffer_6_buffer_stream_14,49
StreamingLineBuffer_6_buffer_stream_15,49
StreamingLineBuffer_6_buffer_stream_16,49
StreamingLineBuffer_6_buffer_stream_17,33
StreamingLineBuffer_6_buffer_stream_18,17
StreamingLineBuffer_6_buffer_stream_19,17
StreamingLineBuffer_6_buffer_stream_20,17
StreamingLineBuffer_6_buffer_stream_21,17
StreamingLineBuffer_6_buffer_stream_22,17
StreamingLineBuffer_7_out0_stream_0,28
StreamingLineBuffer_7_out0_stream_1,28
StreamingLineBuffer_7_out0_stream_2,28
StreamingLineBuffer_7_out0_stream_3,28
StreamingLineBuffer_7_out0_stream_4,21
StreamingLineBuffer_7_out0_stream_5,21
StreamingLineBuffer_7_out0_stream_6,21
StreamingLineBuffer_7_buffer_stream_0,17
StreamingLineBuffer_7_buffer_stream_1,17
StreamingLineBuffer_7_buffer_stream_2,17
StreamingMemory_16_out0_stream_0,2
StreamingMemory_16_out0_stream_1,2
StreamingMemory_16_out0_stream_2,2
StreamingMemory_16_out0_stream_3,2
StreamingMemory_16_out0_stream_4,2
StreamingMemory_16_out0_stream_5,2
StreamingMemory_16_out0_stream_6,2
StreamingMemory_16_out0_stream_7,2
StreamingMemory_16_out0_stream_8,2
StreamingMemory_16_out1_stream_0,2
StreamingConv_6_out0_stream_0,2
StreamingConv_6_out0_stream_1,2
StreamingConv_6_out0_stream_2,2
StreamingConv_6_out0_stream_3,2
StreamingConv_7_out0_stream_0,258
StreamingConv_7_out0_stream_1,258
StreamingConv_7_out0_stream_2,258
StreamingConv_7_out0_stream_3,258
StreamingMemory_17_out0_stream_0,2
StreamingMemory_17_out1_stream_0,2
StreamingLineBuffer_8_out0_stream_0,78
StreamingLineBuffer_8_out0_stream_1,78
StreamingLineBuffer_8_out0_stream_2,78
StreamingLineBuffer_8_out0_stream_3,78
StreamingLineBuffer_8_out0_stream_4,78
StreamingLineBuffer_8_out0_stream_5,78
StreamingLineBuffer_8_out0_stream_6,78
StreamingLineBuffer_8_out0_stream_7,78
StreamingLineBuffer_8_out0_stream_8,78
StreamingLineBuffer_8_out0_stream_9,78
StreamingLineBuffer_8_out0_stream_10,78
StreamingLineBuffer_8_out0_stream_11,78
StreamingLineBuffer_8_out0_stream_12,78
StreamingLineBuffer_8_out0_stream_13,78
StreamingLineBuffer_8_out0_stream_14,78
StreamingLineBuffer_8_out0_stream_15,78
StreamingLineBuffer_8_out0_stream_16,78
StreamingLineBuffer_8_out0_stream_17,78
StreamingLineBuffer_8_out0_stream_prepad_0,35
StreamingLineBuffer_8_out0_stream_prepad_1,35
StreamingLineBuffer_8_out0_stream_prepad_2,198
StreamingLineBuffer_8_out0_stream_prepad_3,198
StreamingLineBuffer_8_out0_stream_prepad_4,37
StreamingLineBuffer_8_out0_stream_prepad_5,5
StreamingLineBuffer_8_out0_stream_prepad_6,36
StreamingLineBuffer_8_out0_stream_prepad_7,37
StreamingLineBuffer_8_out0_stream_prepad_8,135
StreamingLineBuffer_8_out0_stream_prepad_9,135
StreamingLineBuffer_8_out0_stream_prepad_10,70
StreamingLineBuffer_8_out0_stream_prepad_11,36
StreamingLineBuffer_8_out0_stream_prepad_12,68
StreamingLineBuffer_8_out0_stream_prepad_13,72
StreamingLineBuffer_8_out0_stream_prepad_14,105
StreamingLineBuffer_8_out0_stream_prepad_15,105
StreamingLineBuffer_8_out0_stream_prepad_16,105
StreamingLineBuffer_8_out0_stream_prepad_17,41
StreamingLineBuffer_8_buffer_stream_0,33
StreamingLineBuffer_8_buffer_stream_1,33
StreamingLineBuffer_8_buffer_stream_2,65
StreamingLineBuffer_8_buffer_stream_3,65
StreamingLineBuffer_8_buffer_stream_4,33
StreamingLineBuffer_8_buffer_stream_5,33
StreamingLineBuffer_8_buffer_stream_6,33
StreamingLineBuffer_8_buffer_stream_7,33
StreamingLineBuffer_8_buffer_stream_8,65
StreamingLineBuffer_8_buffer_stream_9,65
StreamingLineBuffer_8_buffer_stream_10,33
StreamingLineBuffer_8_buffer_stream_11,33
StreamingLineBuffer_8_buffer_stream_12,33
StreamingLineBuffer_8_buffer_stream_13,33
StreamingMemory_18_out0_stream_0,2
StreamingMemory_18_out1_stream_0,2
StreamingConv_8_out0_stream_0,3
StreamingConv_8_out0_stream_1,3
StreamingConv_8_out0_stream_2,3
StreamingConv_8_out0_stream_3,3
StreamingMemory_19_out0_stream_0,2
StreamingAdd_2_out0_stream_0,4
